model,trial_parameter,trial_value,variant,accuracy,precision,recall,f1,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features
Random Forest,max_depth,20,max_depth=20,0.9237899073120495,0.9358132749817651,0.9553239017125837,0.9454679439941046,200,20,2,1,sqrt
Random Forest,max_depth,None,max_depth=None,0.9227600411946447,0.9325598259608412,0.9575577066269546,0.9448934606906686,200,None,2,1,sqrt
Random Forest,max_depth,30,max_depth=30,0.9212152420185376,0.9311594202898551,0.956813104988831,0.9438119720896071,200,30,2,1,sqrt
Random Forest,max_depth,10,max_depth=10,0.9129763130792997,0.9328908554572272,0.9419210722263589,0.9373842163764358,200,10,2,1,sqrt
