model,trial_parameter,trial_value,variant,accuracy,precision,recall,f1,C,penalty,solver,class_weight
Logistic Regression,C,100.0,C=100.0,0.9402677651905252,0.991980753809142,0.921072226358898,0.9552123552123553,100.0,l2,liblinear,balanced
Logistic Regression,C,10.0,C=10.0,0.9387229660144182,0.9903846153846154,0.9203276247207743,0.9540717869548437,10.0,l2,liblinear,balanced
Logistic Regression,C,1.0,C=1.0,0.925849639546859,0.9885900570497147,0.9032017870439315,0.9439688715953307,1.0,l2,liblinear,balanced
Logistic Regression,C,0.1,C=0.1,0.9088568486096807,0.986644407345576,0.8801191362620998,0.9303423848878394,0.1,l2,liblinear,balanced
Logistic Regression,C,0.01,C=0.01,0.8789907312049433,0.9809027777777778,0.8413998510796724,0.905811623246493,0.01,l2,liblinear,balanced
